Date,EWA,EWC
27/12/17,23.09,29.38
28/12/17,23.19,29.62
29/12/17,23.17,29.64
2/1/18,23.32,29.91
3/1/18,23.47,30.02
4/1/18,23.56,30.23
5/1/18,23.7,30.34
8/1/18,23.57,30.24
9/1/18,23.6,30.16
10/1/18,23.4,29.86
11/1/18,23.54,30.01
12/1/18,23.67,30.11
16/1/18,23.46,30.23
17/1/18,23.59,30.3
18/1/18,23.61,30.23
19/1/18,23.66,30.14
22/1/18,23.69,30.26
23/1/18,23.74,30.33
24/1/18,23.88,30.42
25/1/18,23.81,30.2
26/1/18,24.11,30.32
29/1/18,23.94,30.04
30/1/18,23.75,29.85
31/1/18,23.77,29.88
1/2/18,23.88,29.78
2/2/18,23.52,28.96
5/2/18,22.73,28.15
6/2/18,22.95,28.27
7/2/18,22.47,28.06
8/2/18,21.84,27.42
9/2/18,22.12,27.47
12/2/18,22.47,27.81
13/2/18,22.6,27.83
14/2/18,23,28.22
15/2/18,23.17,28.4
16/2/18,22.98,28.27
20/2/18,22.92,28.12
21/2/18,22.86,28.16
22/2/18,23.04,28.1
23/2/18,23.22,28.46
26/2/18,23.47,28.6
27/2/18,23.1,28.33
28/2/18,22.82,27.79
1/3/18,22.67,27.61
2/3/18,22.74,27.48
5/3/18,22.84,27.56
6/3/18,23.02,27.74
7/3/18,22.87,27.63
8/3/18,22.9,27.74
9/3/18,23.31,28.02
12/3/18,23.3,28
13/3/18,23,27.77
14/3/18,23.1,27.86
15/3/18,22.85,27.71
16/3/18,22.77,27.67
19/3/18,22.59,27.5
20/3/18,22.51,27.6
21/3/18,22.74,28.02
22/3/18,22.16,27.46
23/3/18,21.87,27.19
26/3/18,22.26,27.38
27/3/18,21.83,27.18
28/3/18,21.84,27.08
29/3/18,22.02,27.56
2/4/18,21.64,27.17
3/4/18,21.89,27.34
4/4/18,22.04,27.43
5/4/18,22.06,27.8
6/4/18,21.81,27.5
9/4/18,22.06,27.69
10/4/18,22.46,27.97
11/4/18,22.31,28.01
12/4/18,22.38,28.01
13/4/18,22.38,27.95
16/4/18,22.48,28.07
17/4/18,22.51,28.24
18/4/18,22.64,28.38
19/4/18,22.4,28.16
20/4/18,22.17,28.04
23/4/18,22.18,27.94
24/4/18,22.18,27.88
25/4/18,22.14,27.9
26/4/18,22.25,28.09
27/4/18,22.38,28.21
30/4/18,22.19,28.13
1/5/18,22.3,28.13
2/5/18,22.49,28.09
3/5/18,22.7,28.11
4/5/18,22.73,28.31
7/5/18,22.61,28.39
8/5/18,22.51,28.36
9/5/18,22.61,28.66
10/5/18,22.88,29.04
11/5/18,22.85,29.02
14/5/18,22.9,29.18
15/5/18,22.62,29.08
16/5/18,22.83,29.23
17/5/18,22.86,29.32
18/5/18,22.7,29.14
21/5/18,22.99,29.41
22/5/18,22.83,29.26
23/5/18,22.71,29.17
24/5/18,22.74,28.97
25/5/18,22.6,28.76
29/5/18,22.29,28.33
30/5/18,22.78,28.87
31/5/18,22.57,28.74
1/6/18,22.72,28.7
4/6/18,22.86,28.18
5/6/18,22.76,28.8
6/6/18,23.08,28.94
7/6/18,22.9,28.92
8/6/18,22.89,29.05
11/6/18,23.01,29.04
12/6/18,22.71,29.01
13/6/18,22.68,29.05
14/6/18,22.47,28.97
15/6/18,22.49,28.7
18/6/18,22.68,28.82
19/6/18,22.07,28.26
20/6/18,22.29,28.42
21/6/18,22.37,28.24
22/6/18,22.69,28.51
25/6/18,22.23,27.98
26/6/18,22.39,28.19
27/6/18,22.19,27.96
28/6/18,22.49,28.12
29/6/18,22.61,28.51
