Date,x,y,hr,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,port rets,cum rets
2010-09-16,23.2,27.67,-1.1653124225023583,0.6347517979452881,1.2322469537408969,False,True,0.0,False,False,0.0,0.0,0.006846646922301688,0.0,1.0133051515884315
2010-09-17,23.12,27.54,-1.1631025639747639,0.6490687209034576,1.2718497629967866,False,False,0.0,False,False,0.0,0.0,0.00026302917517172193,0.0,1.0133051515884315
2010-09-20,23.64,27.78,-1.1605610104424946,0.34433771313942785,-0.5211850503445449,False,False,0.0,False,True,0.0,0.0,-0.0055189233478875645,-0.0,1.0133051515884315
2010-09-21,23.54,27.71,-1.1580208712438984,0.4501886909186332,0.18040672740177338,False,True,0.0,False,False,0.0,0.0,0.0019256201769373388,0.0,1.0133051515884315
2010-09-22,23.56,27.49,-1.1551812174072005,0.27393051788635603,-0.8027521401834068,False,False,0.0,False,True,0.0,0.0,-0.0032219125720575753,-0.0,1.0133051515884315
2010-09-23,23.33,27.3,-1.1524201222695143,0.41403854745223256,-0.11546645960179269,False,False,0.0,False,False,0.0,0.0,0.0025856887247183613,0.0,1.0133051515884315
2010-09-24,23.95,27.8,-1.1494527108937866,0.27060757409381253,-1.0408602718772428,False,False,0.0,False,False,0.0,0.0,-0.0025923106520732934,-0.0,1.0133051515884315
2010-09-27,23.98,27.66,-1.1462089458631393,0.17390947820192082,-1.2510160252212201,False,False,0.0,False,False,0.0,0.0,-0.0017534895942200835,-0.0,1.0133051515884315
2010-09-28,24.38,27.81,-1.1424379237824314,-0.0426365818156782,-1.8762928858182744,False,False,0.0,False,False,0.0,0.0,-0.003890330629583257,-0.0,1.0133051515884315
2010-09-29,24.13,27.89,-1.1391492613515255,0.40232832358769244,0.7262232916484644,False,True,0.0,False,False,0.0,0.0,0.008035095949924164,0.0,1.0133051515884315
2010-09-30,23.74,28.03,-1.1372219613976537,1.0323506364197037,2.0117304949334858,False,False,0.0,True,False,-1.0,-1.0,0.011449195452077362,0.0,1.0133051515884315
2010-01-10,23.99,28.33,-1.1361292774607858,1.074258633715747,1.4130853321320274,False,False,0.0,False,False,-1.0,-1.0,0.0007539343052004822,-0.0007539343052004822,1.012551217283231
2010-04-10,23.78,28.15,-1.1356276116407198,1.1447753951836823,1.151031538353248,False,False,0.0,False,False,-1.0,-1.0,0.0012785146280009467,-0.0012785146280009467,1.01127270265523
2010-05-10,24.32,28.72,-1.1353925629245383,1.1072528696752286,0.8083894812426572,False,False,0.0,False,False,-1.0,-1.0,-0.0006660872657540742,0.0006660872657540742,1.011938789920984
